3.483678483678483984e-01,2.457002457002456855e-02
5.801940937076072169e-01,4.278409683815088960e-02
7.924474997645728491e-01,7.392409831434221257e-02
1.611969111969111967e+00,1.689189189189189283e-02
1.828078078078078095e+00,3.807378807378807711e-02
2.049403299403299350e+00,6.405756405756406202e-02
2.872425997425997135e+00,2.493564993564993670e-02
3.092181467181467358e+00,5.115830115830115321e-02
3.660231660231660022e+00,2.625482625482625579e-02
3.900820463320463283e+00,4.283301158301158068e-02
4.555984555984555762e+00,3.195313540141125896e-02
5.148762207585736661e+00,1.589825119236883827e-02
5.362076362076361846e+00,5.148005148005147663e-02
5.955598455598455132e+00,4.222972972972972860e-02
6.556756756756755955e+00,2.934362934362934328e-02
7.359624931053502905e+00,3.585217870932156520e-02
7.957177957177957062e+00,2.193752193752194005e-02
8.168498168498167900e+00,5.841005841005840471e-02
8.760341974627689154e+00,4.826254826254826324e-02
9.343629343629343609e+00,2.673002673002673052e-02
9.557098307098307544e+00,7.462132462132461952e-02
9.947762888939358561e+00,1.589825119236883827e-02
1.016197382051040599e+01,4.708541293907147346e-02
1.074002574002574129e+01,3.485628485628485679e-02
1.135135135135135087e+01,1.727291200975411556e-02
1.156469656469656471e+01,5.247005247005247230e-02
1.215046215046215039e+01,3.276003276003276038e-02
1.302382521894717016e+01,5.838591204444863042e-02
1.357142857142857117e+01,3.627003627003626968e-02
1.417240221588047788e+01,2.350176263219741490e-02
1.475546975546975581e+01,1.673101673101673112e-02
1.497326997326997322e+01,6.274131274131274083e-02
1.536111741994094970e+01,1.589825119236883827e-02
1.557661044503149661e+01,4.369030684820158356e-02
1.616116116116116075e+01,3.146003146003145678e-02
1.674710424710424661e+01,1.689189189189189283e-02
1.697622434464539509e+01,3.861003861003860921e-02
1.755040755040754874e+01,4.075504075504075840e-02
1.813956813956814074e+01,2.431002431002431130e-02
1.835810810810810878e+01,5.936293436293436226e-02
1.872586872586872531e+01,1.415701415701415590e-02
1.893316786173928890e+01,5.102040816326530726e-02
1.953848938223938347e+01,3.559362934362934189e-02
2.014081308198955256e+01,1.589825119236883827e-02
2.150579150579150678e+01,4.372019077901430351e-02
2.210231660231660200e+01,3.474903474903474898e-02
2.269430921604834595e+01,2.266241396676179493e-02
2.291036209955128555e+01,4.956694145883334957e-02
2.349266409266409283e+01,2.548262548262548305e-02
2.370701266050103229e+01,6.015982760168806648e-02
2.430501930501930374e+01,2.673002673002673052e-02
2.510054697554697256e+01,2.493564993564993670e-02
2.591055341055341188e+01,1.716001716001715888e-02
2.612438693519774802e+01,4.800166962329124182e-02
2.692852192852192772e+01,5.247005247005247230e-02
2.751930501930501904e+01,1.689189189189189283e-02
2.773473148473148697e+01,5.133380133380133215e-02
2.934542515937864593e+01,4.534434766992907068e-02
2.993886743886743673e+01,1.716001716001715888e-02
3.014332514332514279e+01,4.680004680004679757e-02
3.094594594594594383e+01,3.861003861003860921e-02
3.153796653796653970e+01,1.673101673101673112e-02
3.174710424710424661e+01,4.826254826254826324e-02
3.232625482625482505e+01,2.632502632502632320e-02
3.314957814957814719e+01,2.574002574002573832e-02
3.336154836154835834e+01,6.187506187506187916e-02
3.394342144342144252e+01,2.524502524502524395e-02
3.416492002206287992e+01,5.846662989520132192e-02
3.473654326595502795e+01,1.816942993413581467e-02
3.495721590316184546e+01,4.643639778774913407e-02
3.554343629343629374e+01,1.833976833976833781e-02
3.576123201123201056e+01,4.914004914004913710e-02
3.656770070563174357e+01,3.261882572227400162e-02
3.678834678834679295e+01,5.616005616005616263e-02
3.844111969111968818e+01,2.654440154440154340e-02
3.926329555361812851e+01,3.611906837713289159e-02
4.005791505791505358e+01,3.627003627003626968e-02
4.027799227799227566e+01,6.563706563706563080e-02
4.489825733068975921e+01,6.417614525722632746e-02
4.512180547894833893e+01,5.653612796469938834e-02
4.534880659880660403e+01,5.703755703755703649e-02
4.557106940827871000e+01,4.579330160725510190e-02
4.578221078221078244e+01,4.075504075504075840e-02
4.602497586872586766e+01,3.559362934362934189e-02
4.623766623766623951e+01,4.075504075504075840e-02
4.647085861371575533e+01,4.504504504504504986e-02
4.669884169884169722e+01,3.195313540141125896e-02
4.691290029525323035e+01,3.747444923915511927e-02
4.713481338481338412e+01,2.976190476190476372e-02
4.737451737451737444e+01,3.861003861003860921e-02
4.759314671814671271e+01,4.391891891891891442e-02
4.782107295265189606e+01,4.369030684820158356e-02
4.805579773321709069e+01,3.923278116826503514e-02
4.827949901120632603e+01,4.190601751577361506e-02
4.850417237514011504e+01,4.047826628471789395e-02
4.893481717011128751e+01,4.315239609357256201e-02
4.975271189556903551e+01,5.653612796469938834e-02
5.014285714285714590e+01,1.544401544401544438e-02
5.096846846846846546e+01,1.716001716001715888e-02
5.134980694980694693e+01,2.548262548262548305e-02
5.173745173745173531e+01,1.727291200975411556e-02
5.251533045650693055e+01,1.589825119236883827e-02
5.350856350856351185e+01,6.237006237006236659e-02
5.390403796653796320e+01,5.630630630630630018e-02
5.467015995587424015e+01,4.467733039161610881e-02
5.505448305448305035e+01,5.062205062205062112e-02
5.544706360495833763e+01,5.029465555781344882e-02
5.584472503391422293e+01,4.956694145883334957e-02
5.622948841698841704e+01,3.981660231660231336e-02
5.661973820510405631e+01,4.849797532724361981e-02
5.700431523960936175e+01,4.315239609357256201e-02
5.739202657807308583e+01,4.534434766992907068e-02
5.776705276705276759e+01,4.826254826254826324e-02
5.815315315315315559e+01,4.999504999504999353e-02
5.854076765841471541e+01,5.564387917329093741e-02
5.891721553486259211e+01,5.223711106064047455e-02
5.926844137370452614e+01,6.705954074375126972e-02
4.163449163449163493e+00,6.032818532818532559e-02
4.765336765336765090e+00,8.108108108108108558e-02
6.767343380246606088e+00,7.161539419603935031e-02
1.637624466571834958e+01,7.925218451534241093e-02
2.093307593307592995e+01,6.292006292006291357e-02
2.231345963904103513e+01,9.383137290114033913e-02
2.451627137341422724e+01,6.453392167677882152e-02
2.532250738133091161e+01,6.756756756756757132e-02
2.851029601029600968e+01,5.362505362505361889e-02
2.875336375336375383e+01,6.903006903006903006e-02
2.955547652916073886e+01,8.331639910587279596e-02
