3.382581648522550166e-01,1.555209953343701483e-02
5.663215191945649707e-01,4.604239993451746810e-02
1.198807672369103017e+00,2.052013132884050392e-02
1.438569206842923887e+00,2.880018432117965529e-02
1.658549562085618323e+00,4.450765327003355226e-02
1.890907711565451566e+00,5.737207449834996059e-02
3.155017839172994165e+00,1.600951422559692555e-02
3.380248833592534918e+00,2.643856920684292677e-02
3.598089313485892227e+00,3.943568095978670918e-02
3.822097504902292275e+00,5.367164784637230152e-02
6.428741143943321745e+00,4.482028684983583450e-02
7.033680015552099540e+00,1.458009331259720043e-02
7.417085608882779901e+00,5.334731816702231733e-02
8.023911353032659122e+00,3.124305709842257334e-02
8.417121776556113488e+00,6.058085283373720875e-02
8.631415241057542431e+00,1.486597749519714441e-02
9.017272255996983787e+00,3.946934351288938769e-02
9.618811560393986326e+00,2.511016070502851416e-02
9.999457484899997084e+00,6.374552425042497028e-02
1.021578538102643918e+01,1.512009676861931877e-02
1.060537598251439562e+01,4.150729267370013853e-02
1.121209175738724717e+01,2.976769051321928594e-02
1.159761655032731653e+01,4.927845491699518743e-02
1.218426556550651441e+01,2.949536118410468061e-02
1.257144245723172560e+01,5.200233281493001070e-02
1.315241057542768210e+01,2.255054432348366916e-02
1.355300673924313060e+01,1.728011059270779387e-02
1.375782859064351982e+01,6.147282585851792519e-02
1.433968377397615335e+01,4.600829445308449867e-02
1.520582231726283062e+01,1.822511664074650053e-02
1.542308779867100199e+01,6.008765728827936831e-02
1.602154253787224292e+01,2.592016588906168734e-02
1.624658121949911660e+01,5.765002413256824221e-02
1.683514774494556576e+01,3.652387011640510772e-02
1.742406916110145332e+01,1.600951422559692555e-02
1.764926222357091490e+01,4.646663884990327037e-02
1.824872250610975044e+01,2.568873583648078121e-02
1.885821669258683286e+01,1.684810782789009781e-02
1.906074744332909177e+01,4.536029030585796151e-02
1.965578829704510255e+01,3.159020217729393426e-02
1.987382433533289117e+01,5.970895356587425234e-02
2.047643258763010010e+01,3.987717829086413757e-02
2.106337480559875530e+01,1.701010886469673383e-02
2.127829618109555909e+01,5.572835666148263228e-02
2.189166296378582643e+01,3.957453899133525632e-02
2.248367029548989038e+01,2.255054432348366916e-02
2.270756071300394652e+01,4.984647286358017543e-02
2.331156801756472419e+01,3.430610191199340991e-02
2.390066096423017328e+01,2.138413685847589604e-02
2.411917721987706287e+01,5.230319188328520080e-02
2.471617418351477724e+01,3.554765607642745850e-02
2.553285879491167165e+01,4.536029030585796151e-02
2.612499154777199095e+01,2.366623842044763074e-02
2.634453325617563024e+01,6.193714058374624742e-02
2.694801482023602546e+01,3.716494373799286710e-02
2.777196235594369256e+01,4.286796666267895378e-02
2.836314152410575318e+01,1.739379553081771279e-02
2.858828529060725643e+01,4.747007125031646457e-02
2.918610679108346062e+01,1.758868399614900435e-02
2.940099332764762252e+01,3.511764410776099798e-02
2.996452177293934582e+01,4.313277604976671620e-02
1.296008294453084367e-02,7.257646448937273009e-02
2.127111287930847361e+00,7.821259358385475313e-02
4.053805944358043867e+00,6.966044582685329556e-02
4.276827371695178570e+00,7.965709517126275119e-02
6.825477529210032479e+00,7.526817402400605428e-02
9.404794103725741650e+00,8.959361687740888258e-02
1.098651519174600644e+01,8.439858893145697760e-02
1.705373060729052170e+01,8.345029017941812954e-02
1.846706737842040980e+01,6.935395737884073042e-02
2.352408529098796564e+01,7.878366211017434617e-02
2.493424663800200847e+01,7.089927728478638558e-02
2.715785381026438472e+01,7.776049766718506895e-02
3.037111824612451727e+01,7.211659057843776421e-02
7.860788770586593088e-01,9.570522789807393849e-02
4.506706842923794198e+00,9.817262830482115232e-02
4.728615863141524045e+00,9.953343701399688936e-02
5.412837551251237223e+00,1.116923511946840003e-01
7.808449974079834099e+00,9.673776197881951699e-02
1.198699671677898593e+01,9.990063936409193657e-02
